"_id",company,get_name,legal_person,registered_capital,registered_time,score,url
5a3cba20a5d9660b309164ac,北京征晨文化传播有限公司,北京征晨文化传播有限公司,徐征,339.3093 万人民币,2014-07-03,95,https://m.tianyancha.com/company/24467204
5a3cba21a5d9660b309164ad,北京小米电子产品有限公司,北京小米电子产品有限公司,刘德,2700 万美元,2012-01-09,76,https://m.tianyancha.com/company/27386130
5a3cba22a5d9660b309164ae,北京数智源科技股份有限公司,北京数智源科技股份有限公司,戴元永,5388.888 万人民币,2011-07-26,87,https://m.tianyancha.com/company/2315902162
5a3cba23a5d9660b309164af,北京中合汇通投资管理有限公司,北京中合汇通投资管理有限公司,赵心宇,500 万人民币,2015-09-22,58,https://m.tianyancha.com/company/2349054816
5a3cba24a5d9660b309164b0,北京爱悦达管理顾问有限公司,北京爱悦达管理顾问有限公司,吴玲伟,229.09509 万人民币,2012-11-29,83,https://m.tianyancha.com/company/119941340
5a3cba25a5d9660b309164b1,北京麦达数字技术服务有限公司,北京麦达数字技术服务有限公司,高礼强,2500 万人民币,2016-07-18,78,https://m.tianyancha.com/company/3089056400
5a3cba26a5d9660b309164b2,龙存(苏州)科技有限公司,龙存（苏州）科技有限公司,唐荣锋,1000万人民币,2015-11-22,75,https://m.tianyancha.com/company/2355649682
5a3cba27a5d9660b309164b3,北京艾亿新融资本管理有限公司,北京艾亿新融资本管理有限公司,王峰,10000 万人民币,2009-06-25,88,https://m.tianyancha.com/company/24629065
5a3cba28a5d9660b309164b4,天下拉手通讯技术有限公司,天下拉手通讯技术有限公司,陈军,10000万人民币,2012-11-21,72,https://m.tianyancha.com/company/2943662537
5a3cba29a5d9660b309164b5,中博睿智(北京)科技发展有限公司,中博睿智（北京）科技发展有限公司,冯俊,5000 万人民币,2015-11-10,62,https://m.tianyancha.com/company/2313972556
5a3cba2aa5d9660b309164b6,北京索维智能科技有限公司,北京索维智能科技有限公司,王刚,500 万人民币,2016-09-18,58,https://m.tianyancha.com/company/2870391548
5a3cba2ba5d9660b309164b7,北京破晓互动科技有限责任公司,北京破晓互动科技有限责任公司,张景文,1111.11 万人民币,2013-12-25,74,https://m.tianyancha.com/company/30096028
5a3cba2ca5d9660b309164b8,云和恩墨(北京)信息技术有限公司,云和恩墨（北京）信息技术有限公司,盖国强,2048.3375 万人民币,2011-07-26,93,https://m.tianyancha.com/company/29063426
5a3cba2da5d9660b309164b9,北京原子钟信息科技有限公司,北京原子钟信息科技有限公司,杜海,130.7188 万人民币,2016-10-14,53,https://m.tianyancha.com/company/2873845194
5a3cba2ea5d9660b309164ba,伯乐易才(北京)管理咨询有限公司,伯乐易才（北京）管理咨询有限公司,张新杰,100 万人民币,2014-01-26,53,https://m.tianyancha.com/company/25053843
5a3cba30a5d9660b309164bb,北京易创盈互联网科技有限公司,北京易创盈互联网科技有限公司,白洁森,1000 万人民币,2016-08-24,81,https://m.tianyancha.com/company/2782240247
5a3cba30a5d9660b309164bc,北京车势科技有限公司,北京车势科技有限公司,陈昊星,1030.93 万人民币,2016-05-24,85,https://m.tianyancha.com/company/2358354422
5a3cba32a5d9660b309164bd,华云信息技术工程有限公司,华云信息技术工程有限公司,邓鑫,1000 万元 人民币,1993-07-14,82,https://m.tianyancha.com/company/28130409
5a3cba33a5d9660b309164be,汇中泰德投资有限公司,汇中泰德投资有限公司,徐刚,10000 万人民币,2001-06-22,93,https://m.tianyancha.com/company/15498712
5a3cba33a5d9660b309164bf,北京闪银信息技术有限公司,北京闪银信息技术有限公司,支正春,10000 万元 人民币,2014-11-02,72,https://m.tianyancha.com/company/29660044
5a3cba34a5d9660b309164c0,北京智量酷教育科技有限公司,北京智量酷教育科技有限公司,白璐,100 万人民币,2017-03-14,53,https://m.tianyancha.com/company/3044120704
5a3cba36a5d9660b309164c1,北京吾里文化有限公司,北京吾里文化有限公司,艾德鹏,125 万人民币,2016-10-21,83,https://m.tianyancha.com/company/3017762139
5a3cba37a5d9660b309164c2,北京中企人力资源咨询有限公司,北京中企人力资源咨询有限公司,励劼锴,200 万人民币,2010-01-07,62,https://m.tianyancha.com/company/25175060
5a3cba37a5d9660b309164c3,北京立时世通科技有限公司,北京立时世通科技有限公司,时绍亮,1000 万元 人民币,2007-05-24,70,https://m.tianyancha.com/company/24822810
5a3cba38a5d9660b309164c4,北京柯锐特信息技术有限公司,北京柯锐特信息技术有限公司,张庆利,1000 万人民币,2015-03-24,73,https://m.tianyancha.com/company/332672657
5a3cba39a5d9660b309164c5,北京君云时代科技有限公司,北京君云时代科技有限公司,张帅,100 万人民币,2015-08-31,54,https://m.tianyancha.com/company/2320581416
5a3cba3aa5d9660b309164c6,北京中视广信科技有限公司,北京中视广信科技有限公司,黄瑞刚,2000 万人民币,2006-07-05,83,https://m.tianyancha.com/company/55684
5a3cba3ba5d9660b309164c7,北京风行盛世文化传播有限公司,北京风行盛世文化传播有限公司,张承宇,3214.2857 万人民币,2008-10-09,94,https://m.tianyancha.com/company/30661397
5a3cba3ca5d9660b309164c8,北京伯众联合管理咨询有限公司,北京伯众联合管理咨询有限公司,王鸿飞,200 万人民币,2016-03-09,63,https://m.tianyancha.com/company/2351668676
5a3cba3da5d9660b309164c9,北京捷众汽车租赁有限公司,北京捷众汽车租赁有限公司,陈鹏云,100 万人民币,2015-05-29,72,https://m.tianyancha.com/company/2320095722
5a3cba3ea5d9660b309164ca,云像(上海)数字技术有限公司北京分公司,云像（上海）数字技术有限公司北京分公司,安士辉,-,2015-10-29,45,https://m.tianyancha.com/company/2352422004
5a3cba40a5d9660b309164cb,北京亿心宜行汽车技术开发服务有限公司,北京亿心宜行汽车技术开发服务有限公司,黄宾,8040 万元 人民币,2012-01-20,93,https://m.tianyancha.com/company/23185212
5a3cba41a5d9660b309164cc,长城汽车股份有限公司,长城汽车股份有限公司,魏建军,912726.9万人民币,2001-06-12,99,https://m.tianyancha.com/company/26102679
5a3cba42a5d9660b309164cd,北京快方科技有限公司,北京快方科技有限公司,高越,239.777778 万人民币,2014-05-14,97,https://m.tianyancha.com/company/25326554
5a3cba42a5d9660b309164ce,北京北信源软件股份有限公司,北京北信源软件股份有限公司,林皓,144982.4087 万人民币,1996-05-28,96,https://m.tianyancha.com/company/1587526
5a3cba43a5d9660b309164cf,南京唯实科技有限公司,南京唯实科技有限公司,龚俭,3000万人民币,2013-04-10,68,https://m.tianyancha.com/company/2349575490
5a3cba45a5d9660b309164d0,北京易教空间教育科技股份有限公司,北京易教空间教育科技股份有限公司,崔鹏,5700 万人民币,2009-07-13,84,https://m.tianyancha.com/company/2310661994
5a3cba45a5d9660b309164d1,北京和创未来网络科技有限公司,北京和创未来网络科技有限公司,李辉,10000 万人民币,2014-04-02,91,https://m.tianyancha.com/company/24808271
5a3cba47a5d9660b309164d2,北京华清远见科技信息有限公司,北京华清远见科技信息有限公司,季久峰,200 万元 人民币,2005-06-08,77,https://m.tianyancha.com/company/23165168
5a3cba47a5d9660b309164d3,北京万向联合控股集团有限公司,北京万向联合控股集团有限公司,刘瑞海,5000 万人民币,2016-01-21,89,https://m.tianyancha.com/company/2352461954
5a3cba49a5d9660b309164d4,北京秒针信息咨询有限公司,北京秒针信息咨询有限公司,吴明辉,500 万人民币,2009-10-14,74,https://m.tianyancha.com/company/24934269
5a3cba4aa5d9660b309164d5,北京小易到家电子商务有限公司,北京小易到家电子商务有限公司,曾东卫,6329.14 万人民币,2015-06-08,84,https://m.tianyancha.com/company/2314077381
5a3cba4aa5d9660b309164d6,北京智芯微电子科技有限公司,北京智芯微电子科技有限公司,赵东艳,86000 万人民币,2013-01-18,97,https://m.tianyancha.com/company/602672299
5a3cba4ba5d9660b309164d7,人人行科技股份有限公司,人人行科技股份有限公司,王璐,300000 万人民币,2014-12-22,87,https://m.tianyancha.com/company/2342583436
5a3cba4ca5d9660b309164d8,北京粉笔未来科技有限公司,北京粉笔未来科技有限公司,李勇,10000 万美元,2012-08-08,76,https://m.tianyancha.com/company/25166835
5a3cba4da5d9660b309164d9,北京航天泰坦科技股份有限公司,北京航天泰坦科技股份有限公司,王彦广,3032.7273 万人民币,2001-02-22,77,https://m.tianyancha.com/company/2314105552
5a3cba4ea5d9660b309164da,北京市西城区巨人文化艺术培训学校,北京市西城区巨人文化艺术培训学校,,500000.0元,2004-06-21,-,https://m.tianyancha.com/company/3078050710
5a3cba50a5d9660b309164db,北京青蚨资产管理有限公司,北京青蚨资产管理有限公司,徐东亚,14545 万元 人民币,2010-03-09,95,https://m.tianyancha.com/company/24729586
5a3cba51a5d9660b309164dc,北京永航科技有限公司,北京永航科技有限公司,吕鹏,1866.8743 万元 人民币,2005-01-21,77,https://m.tianyancha.com/company/22238297
5a3cba51a5d9660b309164dd,烽泰科技（北京）有限公司,烽泰科技（北京）有限公司,王树强,1000 万人民币,2014-07-28,60,https://m.tianyancha.com/company/3014221925
5a3cba52a5d9660b309164de,天津市国瑞数码安全系统股份有限公司北京办事处,天津市国瑞数码安全系统股份有限公司北京办事处,夏光升,-,2004-04-27,29,https://m.tianyancha.com/company/2555771605
5a3cba54a5d9660b309164df,北京华友联创科技发展有限公司,北京华友联创科技发展有限公司,田海洲,1000 万人民币,2013-12-20,73,https://m.tianyancha.com/company/24539543
5a3cba54a5d9660b309164e0,翰竺科技(北京)有限公司,翰竺科技（北京）有限公司,杨俏丛,179.9888 万美元,2007-09-14,86,https://m.tianyancha.com/company/25086213
5a3cba55a5d9660b309164e1,北京视通财富信息技术有限公司,北京视通财富信息技术有限公司,孟一,132.353 万人民币,2016-03-28,92,https://m.tianyancha.com/company/2353690508
5a3cba56a5d9660b309164e2,中科金审(北京)科技有限公司,中科金审（北京）科技有限公司,余伟峰,1304 万人民币,2013-01-18,87,https://m.tianyancha.com/company/24987301
5a3cba57a5d9660b309164e3,野狗科技(北京)有限公司,野狗科技（北京）有限公司,刘之,140.565366 万人民币,2014-08-26,72,https://m.tianyancha.com/company/2319051747
5a3cba58a5d9660b309164e4,信和汇诚信用管理(北京)有限公司,信和汇诚信用管理（北京）有限公司,夏仕兵,10000 万人民币,2012-06-01,74,https://m.tianyancha.com/company/26766547
5a3cba5aa5d9660b309164e5,新浪网,新浪网技术（中国）有限公司,曹国伟,10500 万美元,2004-12-23,87,https://m.tianyancha.com/company/5036257
5a3cba5aa5d9660b309164e6,宝马（中国）汽车贸易有限公司,宝马（中国）汽车贸易有限公司,康思远（OLAF KASTNER）,2500 万元 欧元（原欧洲货币单位）,2005-09-29,84,https://m.tianyancha.com/company/27393974
5a3cba5ba5d9660b309164e7,北京汉迪移动互联网科技股份有限公司,北京汉迪移动互联网科技股份有限公司,黄扬清,977.7778 万人民币,2008-08-07,69,https://m.tianyancha.com/company/2356293446
5a3cba5ca5d9660b309164e8,博淼生物科技(北京)有限公司,博淼生物科技（北京）有限公司,梁立桐,100 万人民币,2009-09-07,71,https://m.tianyancha.com/company/11763137
5a3cba5da5d9660b309164e9,北京中科同向信息技术有限公司,北京中科同向信息技术有限公司,秦焕焕,1000 万人民币,2007-12-28,67,https://m.tianyancha.com/company/22938089
5a3cba5ea5d9660b309164ea,北京雅康博生物科技有限公司,北京雅康博生物科技有限公司,许军普,7450.32427 万人民币,2004-06-11,96,https://m.tianyancha.com/company/5756254
5a3cba5fa5d9660b309164eb,好贷天下信息技术(北京)有限公司,好贷天下信息技术（北京）有限公司,李明顺,5000 万元 人民币,2013-08-20,99,https://m.tianyancha.com/company/24492530
5a3cba60a5d9660b309164ec,广州碧软信息科技有限公司,广州碧软信息科技有限公司,司马星,1000万人民币,2010-10-14,73,https://m.tianyancha.com/company/1443161302
5a3cba61a5d9660b309164ed,达疆网络科技(上海)有限公司,达疆网络科技（上海）有限公司,蒯佳祺,36000万美元,2014-11-07,90,https://m.tianyancha.com/company/307505299
5a3cba62a5d9660b309164ee,北京亿美软通科技有限公司,北京亿美软通科技有限公司,冯军,20000 万人民币,2001-05-15,84,https://m.tianyancha.com/company/665235
5a3cba63a5d9660b309164ef,北京慧据科技产业发展有限公司,北京慧据科技产业发展有限公司,闫世宇,3000 万人民币,2016-05-25,96,https://m.tianyancha.com/company/2352835358
5a3cba64a5d9660b309164f0,四川华澳新桥时代商务服务有限公司,四川华澳新桥集团有限公司,张力枫,5000万人民币,2008-04-28,83,https://m.tianyancha.com/company/3065332520
5a3cba65a5d9660b309164f1,蜂网供应链管理(上海)有限公司,蜂网供应链管理（上海）有限公司,梁凯,5000万人民币,2014-09-16,72,https://m.tianyancha.com/company/2327311147
5a3cba66a5d9660b309164f2,世纪恒通科技股份有限公司,世纪恒通科技股份有限公司,杨兴海,6600万人民币,2006-06-21,97,https://m.tianyancha.com/company/235181895
5a3cba67a5d9660b309164f3,金联钱包(北京)科技有限公司,金联钱包（北京）科技有限公司,刘艳冰,100000 万人民币,2016-03-08,82,https://m.tianyancha.com/company/2349720228
5a3cba68a5d9660b309164f4,北京奇子投资管理有限公司,北京奇子投资管理有限公司,张福洋,1007 万元 人民币,2014-03-05,76,https://m.tianyancha.com/company/25192669
5a3cba6aa5d9660b309164f5,中标软件有限公司,中标软件有限公司,周进军,25000万人民币,2003-10-22,86,https://m.tianyancha.com/company/402127876
5a3cba6aa5d9660b309164f6,中国经济信息社有限公司,中国经济信息社有限公司,徐玉长,11000.000000万人民币,1989-10-27,76,https://m.tianyancha.com/company/3046343524
5a3cba6ba5d9660b309164f7,北京默闻科技有限公司,北京默闻科技有限公司,王淑云,100 万人民币,2015-10-16,49,https://m.tianyancha.com/company/2571411422
5a3cba6ca5d9660b309164f8,多盟智胜网络技术(北京)有限公司,多盟智胜网络技术（北京）有限公司,潘安民,1000 万人民币,2010-09-09,72,https://m.tianyancha.com/company/2619164
5a3cba6da5d9660b309164f9,北京合享智慧科技有限公司,北京合享智慧科技有限公司,何佳,1000 万人民币,2016-11-17,71,https://m.tianyancha.com/company/2944085114
5a3cba6ea5d9660b309164fa,央视市场研究股份有限公司,央视市场研究股份有限公司,唐世鼎,4431.03 万元 人民币,1995-06-29,95,https://m.tianyancha.com/company/8362705
5a3cba6fa5d9660b309164fb,华青融天(北京)技术股份有限公司,华青融天（北京）技术股份有限公司,吴雨,2000 万人民币,2007-08-24,86,https://m.tianyancha.com/company/2312928602
5a3cba71a5d9660b309164fc,艺龙网信息技术(北京)有限公司,艺龙网信息技术（北京）有限公司,江浩,21427.722959 万美元,1999-08-17,98,https://m.tianyancha.com/company/662398
5a3cba71a5d9660b309164fd,立信会计师事务所(特殊普通合伙)北京分所,立信会计师事务所（特殊普通合伙）北京分所,朱建弟,-,2011-06-20,46,https://m.tianyancha.com/company/25595548
5a3cba73a5d9660b309164fe,北京纯粹旅行有限公司,北京纯粹旅行有限公司,孟雷,381.3655 万人民币,2013-07-22,93,https://m.tianyancha.com/company/24477036
5a3cba73a5d9660b309164ff,暴风影音,暴风集团股份有限公司,冯鑫,27674.2687 万人民币,2007-01-18,97,https://m.tianyancha.com/company/2352988353
5a3cba75a5d9660b30916500,北京必浩得知识产权代理有限公司,北京必浩得知识产权代理有限公司,刘建民,500 万人民币,2001-10-19,71,https://m.tianyancha.com/company/8161781
5a3cba75a5d9660b30916501,北京佳讯飞鸿电气股份有限公司,北京佳讯飞鸿电气股份有限公司,林菁,28733.2509 万人民币,1995-01-26,97,https://m.tianyancha.com/company/8033517
5a3cba76a5d9660b30916502,北京中交兴路车联网科技有限公司,北京中交兴路车联网科技有限公司,夏曙东,3000 万人民币,2012-11-20,97,https://m.tianyancha.com/company/24518894
5a3cba78a5d9660b30916503,中国电子系统技术有限公司,中国电子系统技术有限公司,陈士刚,50000 万人民币,1983-12-28,98,https://m.tianyancha.com/company/2407278149
5a3cba78a5d9660b30916504,北京百仁汇智能科技有限公司,北京百仁汇智能科技有限公司,秦焕焕,50 万人民币,2005-12-27,53,https://m.tianyancha.com/company/3101335846
5a3cba7aa5d9660b30916505,中网数据(北京)股份有限公司,北龙中网（北京）科技有限责任公司,毛伟,1791.54 万人民币,2009-11-06,88,https://m.tianyancha.com/company/11194912
5a3cba7aa5d9660b30916506,厦门市美亚柏科信息股份有限公司,厦门市美亚柏科信息股份有限公司,滕达,49634.050600万人民币,1999-09-22,97,https://m.tianyancha.com/company/31333007
5a3cba7ca5d9660b30916507,北京联讯欣烨科技有限公司,北京联讯欣烨科技有限公司,宋晓磊,500 万人民币,2015-07-06,77,https://m.tianyancha.com/company/2318827998
5a3cba7ca5d9660b30916508,北京停简单信息技术有限公司,北京停简单信息技术有限公司,柳文超,1525 万人民币,2014-12-18,87,https://m.tianyancha.com/company/24575009
5a3cba7ea5d9660b30916509,北京中大联合汽车租赁有限公司,北京中大联合汽车租赁有限公司,张辛,1100 万人民币,2016-08-10,99,https://m.tianyancha.com/company/2370141131
5a3cba7fa5d9660b3091650a,凤凰金融,北京凤凰理理它信息技术有限公司,张震,1065.245588 万人民币,2014-08-22,96,https://m.tianyancha.com/company/25106151
5a3cba81a5d9660b3091650b,猎聘网,英仕互联（北京）信息技术有限公司,戴科彬,32315.492171 万元 人民币,2010-11-19,66,https://m.tianyancha.com/company/26706370
5a3cba81a5d9660b3091650c,北京邦利德网络科技有限公司,北京邦利德网络科技有限公司,朱宁,142.2178 万元 人民币,2015-06-11,80,https://m.tianyancha.com/company/2314077170
5a3cba81a5d9660b3091650d,北京知行锐景科技有限公司,北京知行锐景科技有限公司,刘小东,1000万人民币,2014-09-11,60,https://m.tianyancha.com/company/52579571
5a3cba82a5d9660b3091650e,融易推网络技术(北京)有限公司,融易推网络技术（北京）有限公司,董凌汉,125 万人民币,2016-06-20,58,https://m.tianyancha.com/company/2669669893
5a3cba83a5d9660b3091650f,北京易教阳光教育科技有限公司,北京易教阳光教育科技有限公司,许建琦,200 万人民币,2016-07-05,66,https://m.tianyancha.com/company/2392933628
5a3cba84a5d9660b30916510,北京美黛网络科技有限公司,北京美黛网络科技有限公司,翁良悦,200 万人民币,2016-03-29,63,https://m.tianyancha.com/company/2353643396
5a3cba86a5d9660b30916511,北京华宇信息技术有限公司,北京华宇软件股份有限公司,邵学,64303.2681 万人民币,2001-06-18,98,https://m.tianyancha.com/company/14024036
5a3cba87a5d9660b30916512,北京开卷信息技术有限公司,北京开卷信息技术有限公司,蒋晞亮,500 万人民币,2003-09-19,89,https://m.tianyancha.com/company/12019732
5a3cba87a5d9660b30916513,北京中欣银宝通支付服务有限公司,北京中欣银宝通支付服务有限公司,徐建胜,10000 万人民币,2009-06-04,92,https://m.tianyancha.com/company/24731721
5a3cba88a5d9660b30916514,北京蓝信汇智科技有限公司,北京蓝信汇智科技有限公司,赵松,500 万人民币,2016-05-06,71,https://m.tianyancha.com/company/2358323810
5a3cba8aa5d9660b30916515,深圳回收宝科技有限公司,深圳回收宝科技有限公司,何帆,(人民币)879.4008万人民币,2014-07-29,68,https://m.tianyancha.com/company/2313217918
5a3cba8ba5d9660b30916516,北京微网通联股份有限公司,北京微网通联股份有限公司,张福连,5000 万人民币,2006-04-04,91,https://m.tianyancha.com/company/2351210206
5a3cba8ca5d9660b30916517,易宝支付有限公司,易宝支付有限公司,唐彬,10000 万人民币,2003-07-02,90,https://m.tianyancha.com/company/23636461
5a3cba8da5d9660b30916518,北京银信长远科技股份有限公司,北京银信长远科技股份有限公司,詹立雄,34250.955 万人民币,2004-05-31,95,https://m.tianyancha.com/company/24289929
5a3cba8ea5d9660b30916519,北京中科汇联科技股份有限公司,北京中科汇联科技股份有限公司,游世学,1000 万元 人民币,1999-04-26,82,https://m.tianyancha.com/company/2316489683
5a3cba8ea5d9660b3091651a,北京航新航宇航空科技有限公司,北京航新航宇航空科技有限公司,刘景,1000 万人民币,2016-12-14,73,https://m.tianyancha.com/company/3018646729
5a3cba90a5d9660b3091651b,中视前卫影视传媒有限公司,游艺星际（北京）科技有限公司,刘炎焱,2560 万人民币,2006-11-03,88,https://m.tianyancha.com/company/22108134
5a3cba91a5d9660b3091651c,北京华生恒业科技有限公司,北京华生恒业科技有限公司,李京平,1500 万元 人民币,2000-05-12,94,https://m.tianyancha.com/company/9880352
5a3cba92a5d9660b3091651d,北京爱狄特信息科技有限公司,迪尔码国际营销服务（北京）有限公司,崔健,512 万人民币,2009-10-23,60,https://m.tianyancha.com/company/10493926
5a3cba92a5d9660b3091651e,北京凯声文化传媒有限责任公司,北京凯声文化传媒有限责任公司,王凯,545.4545 万人民币,2013-03-22,80,https://m.tianyancha.com/company/25286442
5a3cba94a5d9660b3091651f,云中万维(北京)科技有限公司,云中万维（北京）科技有限公司,刘迪,266.6667 万人民币,2012-10-09,74,https://m.tianyancha.com/company/24600715
5a3cba95a5d9660b30916520,北京乐动卓越科技有限公司,北京乐动卓越科技有限公司,邢山虎,3895.810877 万人民币,2011-06-23,99,https://m.tianyancha.com/company/8377637
5a3cba96a5d9660b30916521,北京惠民鲜蜂科技有限公司,北京惠民鲜蜂科技有限公司,张东,1000 万人民币,2015-07-08,85,https://m.tianyancha.com/company/2986101539
5a3cba97a5d9660b30916522,国联资产管理有限公司,中铁国联资产管理有限公司,谢荣久,5000万人民币,2016-01-12,88,https://m.tianyancha.com/company/2345003312
5a3cba98a5d9660b30916523,航天云网科技发展有限责任公司,航天云网科技发展有限责任公司,舒金龙,134242 万人民币,2015-05-19,98,https://m.tianyancha.com/company/1315744260
5a3cba99a5d9660b30916524,天津安科运达航空服务股份有限公司,天津安科运达航空服务股份有限公司,韩卫华,5008.5万人民币,2013-01-14,93,https://m.tianyancha.com/company/2347380355
5a3cba9aa5d9660b30916525,三一集团,三一集团有限公司,唐修国,32288万人民币,2000-10-18,99,https://m.tianyancha.com/company/5542938
5a3cba9ba5d9660b30916526,云上贵州大数据产业发展有限公司,云上贵州大数据产业发展有限公司,付宇,23500万人民币,2014-11-03,97,https://m.tianyancha.com/company/2311001691
5a3cba9ba5d9660b30916527,巴里斯特(北京)科技有限公司,巴里斯特（北京）科技有限公司,廖敏行,1000 万人民币,2016-11-14,64,https://m.tianyancha.com/company/2944589272
5a3cba9da5d9660b30916528,北京森艾电子技术有限公司,北京森艾电子技术有限公司,田东波,3000 万元 人民币,2008-12-30,79,https://m.tianyancha.com/company/5386400
5a3cba9da5d9660b30916529,北京首金中小微企业金融服务有限公司,北京首金中小微企业金融服务有限公司,周健,10000 万人民币,2014-08-11,94,https://m.tianyancha.com/company/24631733
5a3cba9ea5d9660b3091652a,北京标融科技发展有限公司,北京标融科技发展有限公司,郭睿,600万人民币,2007-09-14,80,https://m.tianyancha.com/company/36059609
5a3cbaa0a5d9660b3091652b,天津萌兔科技有限公司,天津萌兔科技有限公司,崔磊,200万人民币,2014-09-09,56,https://m.tianyancha.com/company/463757431
5a3cbaa2a5d9660b3091652c,美国菲达康有限责任公司北京代表处,美国菲达康有限责任公司北京代表处,张翔,-,2007-07-30,44,https://m.tianyancha.com/company/25541227
5a3cbaa3a5d9660b3091652d,北京秀友科技有限公司,北京秀友科技有限公司,郭晟,5200 万人民币,2013-12-26,70,https://m.tianyancha.com/company/26846883
5a3cbaa3a5d9660b3091652e,红帽中国,北京乐友达康科技有限公司,胡超,100 万人民币,1999-09-09,93,https://m.tianyancha.com/company/4372017
5a3cbaa3a5d9660b3091652f,北京计算机技术及应用研究所,北京计算机技术及应用研究所,全春来,-,-,87,https://m.tianyancha.com/company/24841221
5a3cbaa4a5d9660b30916530,汉唐信通(北京)咨询股份有限公司,汉唐信通（北京）咨询股份有限公司,李丽,1742.1456 万人民币,2006-05-22,89,https://m.tianyancha.com/company/2314255003
5a3cbaa5a5d9660b30916531,上海赛连信息科技有限公司北京分公司,北京触控科技有限公司,陈昊芝,1000 万人民币,2010-04-07,98,https://m.tianyancha.com/company/24758272
5a3cbaa7a5d9660b30916532,北京云测信息技术有限公司,北京云测信息技术有限公司,蒋晓海,5000 万人民币,2007-07-03,73,https://m.tianyancha.com/company/24964332
5a3cbaa5a5d9660b30916533,北京灵动时空科技有限责任公司,北京灵动时空科技有限责任公司,方奇,150 万人民币,2013-10-10,75,https://m.tianyancha.com/company/34356185
5a3cbaa6a5d9660b30916534,祖龙娱乐,祖龙（天津）科技有限公司,李青,1277.139208万人民币,2015-04-15,91,https://m.tianyancha.com/company/462616335
5a3cbaa7a5d9660b30916535,诺威华仕(北京)管理咨询有限公司,诺威华仕（北京）管理咨询有限公司,李海旺,500 万人民币,2011-01-11,56,https://m.tianyancha.com/company/24720636
5a3cbaa8a5d9660b30916536,北京金山办公软件股份有限公司,北京金山办公软件股份有限公司,葛珂,36000 万元 人民币,2011-12-20,94,https://m.tianyancha.com/company/2454809850
5a3cbaaaa5d9660b30916537,毕威拓科技（北京）有限公司,毕威拓科技（北京）有限公司,安德鲁·科恩,230万美元,2014-10-16,82,https://m.tianyancha.com/company/33235624
5a3cbaaba5d9660b30916538,新诺亚(北京)文化发展有限公司,新诺亚（北京）文化发展有限公司,宋建华,45000 万人民币,2017-05-19,84,https://m.tianyancha.com/company/3051722998
5a3cbaaca5d9660b30916539,北京大开科技有限公司,北京大开科技有限公司,王雪冬,300 万人民币,2016-11-28,54,https://m.tianyancha.com/company/2967358463
5a3cbaada5d9660b3091653a,北京云房数据技术有限责任公司,北京云房数据技术有限责任公司,闫旭东,5301.4486 万人民币,2013-09-22,84,https://m.tianyancha.com/company/27784964
5a3cbaaea5d9660b3091653b,北京青钱信息技术有限公司,北京青钱信息技术有限公司,刘海龙,1000 万人民币,2010-04-28,60,https://m.tianyancha.com/company/9668917
5a3cbaafa5d9660b3091653c,和信电子商务有限公司,河南和信电子商务有限公司,陈琦,6009万人民币,2017-11-13,84,https://m.tianyancha.com/company/3115099688
5a3cbab0a5d9660b3091653d,东华软件股份公司,东华软件股份公司,薛向东,313978.756 万人民币,2001-01-20,99,https://m.tianyancha.com/company/15229991
5a3cbab1a5d9660b3091653e,北京现代中欧软件开发有限公司,北京现代中欧软件开发有限公司,孙学章,1000 万人民币,2003-12-18,68,https://m.tianyancha.com/company/5419555
5a3cbab2a5d9660b3091653f,北京东械科技有限公司,北京东械科技有限公司,时桂刚,2857.1429 万人民币,2010-10-11,80,https://m.tianyancha.com/company/24533065
5a3cbab3a5d9660b30916540,北京天拓四方科技有限公司,北京天拓四方科技有限公司,杨更新,3000 万人民币,2000-12-19,77,https://m.tianyancha.com/company/16655148
5a3cbab4a5d9660b30916541,北京中建政研集团有限公司,北京中建政研集团有限公司,梁舰,5000 万人民币,2005-12-07,93,https://m.tianyancha.com/company/2358162288
5a3cbab5a5d9660b30916542,北京智慧眼科技股份有限公司湖南分公司,北京智慧眼科技股份有限公司湖南分公司,肖要林,-,2012-02-01,3,https://m.tianyancha.com/company/2313294292
5a3cbab6a5d9660b30916543,广州佰聆数据股份有限公司,广州佰聆数据股份有限公司,杨钊,3200万人民币,2008-08-05,77,https://m.tianyancha.com/company/2334396616
5a3cbab7a5d9660b30916544,方正中期期货有限公司,方正中期期货有限公司,姜志军,34000 万人民币,2005-08-09,92,https://m.tianyancha.com/company/24583753
5a3cbab8a5d9660b30916545,华晨宝马汽车有限公司,华晨宝马汽车有限公司,吴小安,15000 万欧元,2003-05-23,85,https://m.tianyancha.com/company/25944043
5a3cbab9a5d9660b30916546,北京卡戳文化传播有限公司,北京卡戳文化传播有限公司,贾丹,1000.000000万人民币,2015-07-09,73,https://m.tianyancha.com/company/2319853377
5a3cbabaa5d9660b30916547,随行付支付有限公司,随行付支付有限公司,申政,19990 万人民币,2011-07-29,91,https://m.tianyancha.com/company/24643683
5a3cbabba5d9660b30916548,北京中天荣泰科技发展有限公司,北京中天荣泰科技发展有限公司,郭景晶,1100 万人民币,2005-12-31,87,https://m.tianyancha.com/company/108189
5a3cbabca5d9660b30916549,司马大大(北京)智能系统有限公司,司马大大（北京）智能系统有限公司,马兆远,375.4693 万人民币,2012-12-07,63,https://m.tianyancha.com/company/2944065957
