公司名称,lon,lat
宝马（中国）汽车贸易有限公司 ,116.42792,39.902896
北京汉迪移动互联网科技股份有限公司,116.339102,39.9919
博淼生物科技(北京)有限公司,116.326972,39.88511
北京中科同向信息技术有限公司,116.347917,39.975219
好贷天下信息技术(北京)有限公司,116.415877,39.937789
广州碧软信息科技有限公司,116.298056,39.959912
达疆网络科技(上海)有限公司,116.510506,39.795593
北京得瑞领新科技有限公司,116.348154,40.080059
北京亿美软通科技有限公司,116.514649,39.90451
北京慧据科技产业发展有限公司,116.467542,39.994632
四川华澳新桥时代商务服务有限公司,116.492157,39.996128
蜂网供应链管理(上海)有限公司,116.313686,40.067303
世纪恒通科技股份有限公司,116.373194,39.909562
金联钱包(北京)科技有限公司,116.436154,39.855123
北京奇子投资管理有限公司,116.432333,39.920973
中标软件有限公司,116.333948,39.986972
中国经济信息社有限公司,116.373372,39.898246
北京默闻科技有限公司,116.312776,39.980182
多盟智胜网络技术(北京)有限公司,116.494757,39.99018
北京合享智慧科技有限公司,116.303104,40.044257
央视市场研究股份有限公司,116.379397,39.964479
华青融天(北京)技术股份有限公司,116.352047,39.985718
艺龙网信息技术(北京)有限公司,116.494662,39.976693
立信会计师事务所(特殊普通合伙)北京分所,116.275935,39.916836
暴风影音,116.352812,39.978206
北京必浩得知识产权代理有限公司,116.292528,39.946592
北京佳讯飞鸿电气股份有限公司,116.165901,40.06222
北京中交兴路车联网科技有限公司,116.294205,40.052326
中国电子系统技术有限公司,116.253604,39.891496
北京百仁汇智能科技有限公司,116.347917,39.975219
中网数据(北京)股份有限公司,116.2379,40.075919
厦门市美亚柏科信息股份有限公司,116.421871,39.950592
北京联讯欣烨科技有限公司,116.358728,39.929712
北京停简单信息技术有限公司,116.334076,39.988097
北京中大联合汽车租赁有限公司,116.460945,39.960743
凤凰金融,116.473256,40.020246
北京邦利德网络科技有限公司,116.3428,39.965623
猎聘网,116.498574,39.923424
北京知行锐景科技有限公司,116.314371,39.983865
融易推网络技术(北京)有限公司,116.41705,40.031
北京易教阳光教育科技有限公司,116.387113,39.968771
北京美黛网络科技有限公司,116.341389,39.888922
北京华宇信息技术有限公司,116.330702,39.994511
北京开卷信息技术有限公司,116.331208,39.926632
北京中欣银宝通支付服务有限公司,116.404619,39.892085
北京蓝信汇智科技有限公司,116.29546,39.821274
深圳回收宝科技有限公司,116.476798,39.997344
北京微网通联股份有限公司,116.282912,40.04717
易宝支付有限公司,116.457231,39.919828
北京银信长远科技股份有限公司,116.432443,39.931465
北京中科汇联科技股份有限公司,116.298353,40.04439
亚联创新科技有限责任公司,116.512863,39.791831
北京航新航宇航空科技有限公司,116.500161,39.975855
北京华生恒业科技有限公司,116.333796,39.98807
北京爱狄特信息科技有限公司,116.441384,39.937014
北京凯声文化传媒有限责任公司,116.492502,39.996722
云中万维(北京)科技有限公司,116.352963,39.93081
北京乐动卓越科技有限公司,116.416301,40.034928
北京惠民鲜蜂科技有限公司,116.431092,40.046788
国联资产管理有限公司,116.406813,39.973653
航天云网科技发展有限责任公司,116.276421,39.916622
天津安科运达航空服务股份有限公司,116.439886,39.922816
三一集团,116.280522,40.04792
巴里斯特(北京)科技有限公司,116.449941,39.963137
北京森艾电子技术有限公司,116.481911,39.800164
北京首金中小微企业金融服务有限公司,116.302636,40.043695
北京标融科技发展有限公司,116.2426,40.08051
中视前卫影视传媒有限公司,116.321081,39.934336
天津萌兔科技有限公司,117.67128,39.000367
北京秀友科技有限公司,116.322986,39.975749
美国菲达康有限责任公司北京代表处,116.315314,40.042865
红帽中国,116.45947,40.024982
北京计算机技术及应用研究所,116.262689,39.912756
汉唐信通(北京)咨询股份有限公司,116.453749,40.021724
上海赛连信息科技有限公司北京分公司,116.465602,40.018094
一号车市控股有限公司北京分公司,116.47017,39.985907
北京云测信息技术有限公司,116.496216,39.96098
北京灵动时空科技有限责任公司,116.443108,39.92147
祖龙娱乐,116.420616,39.951529
诺威华仕(北京)管理咨询有限公司,116.298056,39.959912
PPmoney万惠集团,113.319941,23.137734
毕威拓科技（北京）有限公司,116.326406,39.984722
新诺亚(北京)文化发展有限公司,116.314115,39.877798
北京大开科技有限公司,116.301934,40.054588
北京云房数据技术有限责任公司,116.349117,39.933692
北京青钱信息技术有限公司,116.292868,40.047683
和信电子商务有限公司,116.470993,39.907739
东华软件股份公司,115.888228,39.787865
北京现代中欧软件开发有限公司,116.353474,39.957608
北京东械科技有限公司,116.459385,39.892861
北京天拓四方科技有限公司,116.280394,39.823182
北京中建政研集团有限公司,116.253695,39.917977
北京智慧眼科技股份有限公司湖南分公司,116.285198,40.046487
广州佰聆数据股份有限公司,116.314822,39.981805
华晨宝马汽车有限公司,116.42792,39.902896
北京卡戳文化传播有限公司,116.44862,39.964122
随行付支付有限公司,116.19173,39.937184
北京中天荣泰科技发展有限公司,116.469291,40.013837
司马大大(北京)智能系统有限公司,116.31088,39.99281
智本时代(北京)科技有限公司,116.33342,39.993943
北京未来进程信息技术有限公司,116.443108,39.92147
北京学而思网络科技有限公司,116.388865,39.971066
北京光云动漫文化有限公司,116.454431,39.932608
音曼(北京)科技有限公司,116.386984,39.977276
信亦宏达网络存储技术(北京)有限公司,116.3428,39.965623
北京雅林士博建筑工程有限公司,116.188361,39.922177
北京鲸鲨软件科技有限公司,116.255464,39.97639
北京天维科技有限公司,116.469409,39.998521
尚德机构,116.469975,40.019701
北京好赞移动科技有限公司,116.459812,39.955588
北京信通泰克科技有限公司,116.454742,39.907583
北京课观教育科技有限责任公司,116.455155,39.995801
北京麒麟合盛网络技术有限公司,116.480845,39.996173
北京金山办公软件股份有限公司,116.322721,40.036747
中青博联整合营销顾问股份有限公司,116.432478,39.937882
蓝港在线(北京)科技有限公司,116.474915,40.012264
YOKA时尚网,116.453012,39.917125
中邮信息科技(北京)有限公司,116.337308,40.059094
星河互联集团有限公司,116.310195,40.039018
苏州金唯智生物科技有限公司,116.42792,39.902896
北京美福科技股份有限公司,116.303308,39.961273
北京人合创咨询有限公司,116.337362,39.977865
北京博奥晶典生物技术有限公司,116.541279,39.801544
北京华路时代信息技术有限公司,116.340942,39.957874
小船出海教育科技(北京)有限公司,116.303104,40.044257
飞鹤乳业,116.490455,39.979843
北京博奥医学检验所有限公司,116.539859,39.802126
中海微银资产管理有限公司,116.417868,39.897523
象翌微链科技发展有限公司,116.325203,39.947765
华彬投资(中国)有限公司,116.451963,39.906134
北京小度互娱科技有限公司,116.283703,40.044533
极晨智道信息技术（北京）有限公司,116.378786,39.993626
北京超图信息技术有限公司,116.507637,39.984912
清华大学微电子学研究所,116.333789,40.001384
北京雅康博生物科技有限公司,116.239182,40.073703
国网电子商务有限公司,116.357392,39.890633
北京足坛之星投资有限公司,116.475819,39.907396
华强方特(厦门)动漫有限公司,118.185507,24.683194
中国科学院软件研究所,116.335684,39.97858
北京华道资本投资有限公司,116.349074,39.976004
北京圣康汇金科技有限公司,116.337794,39.957235
Esri中国信息技术有限公司,116.384849,40.002645
北部资产经营股份有限公司,121.670449,38.927911
北京苏神科技发展有限公司,116.603649,39.924124
智惠信息咨询（北京）有限公司,116.473008,39.912105
杭州释码云信息技术有限公司,116.474011,39.951068
北京金准基因科技有限责任公司,116.36607,39.982583
海鸿达(北京)餐饮管理有限公司,116.411563,40.060709
北京四合天地科技有限公司,116.352812,39.978206
河北逗付科技有限公司北京分公司,116.400294,39.969432
Airbus China Ltd.,116.555262,40.067974
新拓尼克科技研发中心 ,117.067669,39.094272
东芝医疗系统(中国)有限公司,116.505356,39.980922
康明斯(中国)投资有限公司,116.42792,39.902896
北京博图纵横科技有限责任公司,116.321714,39.899761
卡尤迪生物科技(北京)有限公司,116.269168,40.098784
北京若森数字科技有限公司,116.345624,40.079921
恒信东方文化股份有限公司,116.292829,39.946039
北京希望组生物科技有限公司,116.273071,40.098353
北京人和创建信息技术有限公司,116.347334,40.040911
北京宝兰德软件股份有限公司,116.629464,40.341887
兰亭集势,116.502792,39.993728
开心网,116.440346,39.96037
AVATRADE,116.451483,39.918905
北京京穗蓝盾信息安全技术有限公司,116.287865,40.046673
北京新商界网络科技集团有限公司,116.307879,40.036238
北京易米云佳网络科技有限公司,116.400818,39.985157
国信优易数据有限公司,116.297176,39.825233
信广投资管理集团有限责任公司,116.473606,39.950627
北京小鸟看看科技有限公司,116.352047,39.985718
汉王科技股份有限公司,116.298088,40.047176
北京东软望海科技有限公司,116.428696,39.894322
北京福通互联科技有限公司,116.655945,40.128352
北京快鱼电子股份公司,116.366028,39.988588
北京宅急送快运股份有限公司,116.59346,40.120366
天碧科技有限公司,116.320757,39.976709
北京学神科技有限公司,116.292626,40.099014
南京恒略信息技术有限公司,116.359972,40.039972
北京热刺激光技术有限责任公司,116.500729,39.976915
坤舆天气(北京)科技有限公司,116.338611,39.992552
北京国信桥通信工程有限公司,116.362681,39.81029
北京必然如此网络技术有限公司,116.310188,39.983509
北京数王科技有限公司,116.353198,39.977341
睿初科技（深圳）有限公司,113.947453,22.534948
北京北方金证科技有限公司,116.332802,39.958294
中青健康产业发展有限公司,116.466361,39.959148
灵动科技(北京)有限公司,116.333817,39.983968
北京华诚兴业软件开发有限责任公司,116.29777,39.865171
北京赛博贝斯数据科技有限责任公司,116.294898,40.111685
北京中北信科技发展有限公司,116.22121,39.956698
乐荐信息科技（北京）有限公司,116.579755,40.169328
北京阿提拉科技有限公司,116.354425,39.922732
北京嗨课网络科技有限公司,116.313416,39.978562
拍库(北京)科技有限公司,116.441491,39.921758
北京软安科技有限公司,116.35917,39.964317
天津紫龙奇点互动娱乐有限公司北京办事处,116.516108,39.936966
河北新龙科技集团股份有限公司,114.521582,38.052996
北京蓝海讯通科技有限公司,116.359972,40.039972
北京众蓝科技有限公司,116.308543,40.037519
北京派队体育有限公司,116.530952,39.914778
北京神州云合数据科技发展有限公司,116.354858,39.924324
北京企名片科技有限公司,116.302997,40.051302
同源数智(北京)科技有限公司,116.524615,39.783984
北京步鼎方舟科技有限公司,116.296601,39.967653
北京牧辰科技有限公司,116.319802,39.98294
号外号(北京)科技有限公司,116.319802,39.98294
北京万导技术咨询有限公司,116.340606,40.006908
上海每联每信息技术有限公司大连分公司,116.443108,39.92147
阿里巴巴集团,116.42792,39.902896
航天信息股份有限公司,116.292722,39.947052
汽车之家,116.311792,39.979564
易车公司,116.327893,39.936853
欢聚时代（多玩YY）,116.351258,39.977169
北京新能源汽车股份有限公司,116.526752,39.794319
中银金融商务有限公司,116.299725,40.050495
杭州海康威视数字技术股份有限公司,116.336116,40.0708
联通支付有限公司,116.372959,39.909969
北京科诺思通咨询有限公司,116.388865,39.971066
北京理工大学智能机器人与系统高精尖创新中心,116.320469,39.961231
上海小蚁科技有限公司,116.28305,40.048667
重庆小康工业集团股份有限公司,116.282221,40.044065
北京欣奕华科技有限公司,116.561434,39.779339
北京瑞星信息技术股份有限公司,116.317186,39.98149
东易日盛家居装饰集团,116.451614,39.919659
乐普(北京)医疗器械股份有限公司,116.258492,40.204274
"ACCESS PEOPLE CO.,LIMITED",116.446264,39.944211
北京西普阳光教育科技股份有限公司,116.317561,39.983818
北京天石和合文化传播有限责任公司,116.438397,39.923652
浙江九州云信息科技有限公司,116.302923,39.950401
北京优贝在线网络科技有限公司,116.443108,39.92147
北京东润环能科技股份有限公司,116.353722,40.015752
上海赤犬投资管理有限公司,121.316057,31.20623
北京万游网络科技有限公司,116.317475,39.983443
北京因果树网络科技有限公司,116.306659,39.984532
福建广生堂药业股份有限公司,119.269629,26.108587
北京开天创世科技有限公司,116.471587,40.011925
地壳机器人科技有限公司,116.315397,39.983777
北京图森未来科技有限公司,116.452952,39.91554
北京高梓行远科技有限公司,116.302254,40.053213
中控智慧科技股份有限公司北京分公司,116.303367,39.91249
碳阻迹,116.431098,39.846343
上海格联投资管理有限公司北京分公司,116.453238,39.91869
华赢科技(北京)有限公司,116.34213,39.946725
北京中科时间科技有限公司,116.472481,39.991909
北京意泰物联软件科技有限公司,116.500701,39.975811
北京一天天教育科技有限公司,116.28421,40.145992
北京翼石科技有限公司,116.349111,39.976097
北京嘀嗒时代科技有限公司,116.443108,39.92147
成都天捷正诚科技有限公司,116.45539,39.961592
华腾创源(北京)科技发展有限公司,116.387928,40.000423
烽台科技(北京)有限公司,116.413649,40.023897
元贞佑方(北京)科技发展有限公司,116.408027,39.991761
北京中科物安科技有限公司,116.235267,39.954139
恒安嘉新(北京)科技有限公司,116.338183,39.971558
天道计然(北京)网络技术有限公司,116.488121,39.999977
玲珑视界科技(北京)有限公司,116.227083,39.904392
北京丽兹行房地产顾问有限公司,116.480788,39.996806
北京万维亚太科技有限公司,116.529579,39.850959
北京翡翠教育科技有限公司昌平分公司,116.349469,40.089405
北京超凡幻想影视文化有限公司,116.535693,39.906568
青岛牧桐网络科技工程有限公司,120.437164,36.074832
北京国势通科技有限公司,116.354506,39.88887
秒钱(北京)信息服务有限公司,116.470231,39.985886
北京果壳宇宙教育科技有限公司,116.418274,39.949196
北京海奥伊美教育咨询有限公司,116.409844,40.005155
中科柏诚科技(北京)股份有限公司,116.466178,39.924488
银河水滴科技(北京)有限公司,116.333948,39.986972
企家有道网络技术(北京)有限公司,116.467988,40.012533
北京网脑科技发展有限公司,116.289513,40.04354
北京高阳捷迅信息技术有限公司,116.300591,40.024343
杏树林信息技术(北京)有限公司,116.44693,39.893093
北京飞流九天科技有限公司,116.421368,39.950263
华益天信科技(北京)有限公司,116.347868,40.067757
北京所问数据科技有限公司,116.48105,39.996794
百望股份有限公司,116.282844,40.033368
全时云商务服务股份有限公司,116.487969,40.009155
中国信息通信研究院,116.364052,39.95715
北京互联新网科技发展有限公司,116.375124,39.893993
公安部第三研究所,121.451693,31.206842
成都准星云学科技有限公司,104.039238,30.622709
北京新网数码信息技术有限公司,116.499407,39.782414
北京诺禾致源科技股份有限公司,116.354111,40.001723
北京嘉诚瑞杰信息技术有限公司,116.353717,40.015752
赛纳生物科技(北京)有限公司,116.270527,40.101156
上海开奈电子通讯有限公司,116.484871,40.006378
品尚电子商务有限公司,118.606026,24.880491
北京迪美策方市场咨询有限公司,116.31028,39.979366
北京优炫软件股份有限公司,116.349074,39.976004
北京康得新复合材料股份有限公司,116.465601,40.021608
天云融创数据科技(北京)有限公司,116.420842,39.893607
湖北微模式科技发展有限公司,116.303479,39.987278
北京缀新网络技术有限公司,116.329194,39.964123
上海明迪文化传媒有限公司北京分公司,116.495274,39.961139
平安科技(深圳)有限公司,116.459244,39.949945
北京掌趣科技股份有限公司,116.310059,39.977474
北京中能博泰科技有限公司,116.337618,39.97879
新华网股份有限公司,116.448998,39.893648
去哪儿网酒店云事业部,116.305733,39.977517
携程计算机技术(上海)有限公司,116.37854,39.971172
有利网,116.313061,39.979386
方正国际软件（北京）有限公司,116.31315,39.984622
北京睿思奥图智能科技有限公司,116.339966,39.97478
动视云(北京)科技有限公司,116.315344,39.983104
虫极科技(北京)有限公司,116.388865,39.971066
开网科技(北京)有限公司,116.235359,39.953237
深圳市商汤科技有限公司,116.330554,39.993187
北京国富如荷网络科技有限公司,116.304655,39.953099
深圳市芒柠科技有限公司,116.294571,40.050987
中科弘清(北京)科技有限公司,116.41396,40.03341
北京基石生命科技有限公司,116.23445,39.951386
合肥卓飞贸易有限公司,118.601743,31.995879
北京微吼时代科技有限公司,116.540815,39.911435
北京居诺技术开发中心,116.433196,39.920688
曌赫(北京)网络技术有限公司,116.513279,39.935162
迪原创新(北京)科技有限公司,116.286547,40.050065
致美生活(北京)科技有限公司,116.474918,40.012335
北京声智科技有限公司,116.303589,39.985934
北京蓝海龙文化传播有限公司,116.443108,39.92147
北京炬鑫网络科技有限公司,116.348698,40.066676
北京数起科技有限公司,116.42792,39.902896
北京沫之东生物技术有限公司,116.313538,40.037348
北京誉成云创科技有限公司,116.315297,39.981511
青岛中道企业管理有限公司,120.382665,36.066888
北京动力在线通信服务有限公司,116.3775,39.978936
信联资信服务有限公司,116.308901,39.980692
北京智慧流教育科技有限公司,116.323758,39.959335
北京玩乐付科技有限公司,116.347917,39.975219
北京青燕祥云科技有限公司,116.184822,39.905792
芯联达信息科技(北京)股份有限公司,116.32383,39.891943
时空幻境(北京)科技有限公司,116.438961,39.96791
摩比神奇(北京)信息技术有限公司,116.423252,39.911392
北京超图软件股份有限公司,116.505722,39.985586
北京九天微星科技发展有限公司,116.510551,39.895096
北京恒信志远科技有限公司,116.414726,40.039936
启迪智行科技(北京)有限公司,116.330702,39.994511
北京网融天下金融信息服务有限公司,116.454697,39.920048
北京中科晶云科技有限公司,116.339579,39.97469
北京国能日新系统控制技术有限公司,116.374569,40.009393
中亚宝丰国际物流有限公司,116.465881,40.02124
北京云起融通科技有限公司,116.338435,39.975268
北京中安国政信息科技有限公司,116.308699,39.963053
北京凌威锐盛信息技术有限公司,116.500869,39.978938
北京精准沟通传媒科技股份有限公司,116.3291,39.977058
北京威动科技有限公司,116.465601,40.021608
阁瑞钛伦特软件(北京)有限公司,116.541044,39.900124
北京众享比特科技有限公司,116.48823,39.971275
北京江融信科技有限公司,116.473625,40.012238
上海益庭信息科技有限公司,121.646318,30.983107
鲤鱼(上海)文化科技有限公司北京分公司,116.446724,39.847388
北京优迅医学检验所有限公司,116.235197,39.951153
伟业我爱我家集团,116.469221,40.019809
宝马（中国） 服务有限公司,116.42792,39.902896
融捷教育科技有限公司,116.331177,39.994198
北京中广创思文化传播有限公司,116.306992,39.919217
集客分享,116.491273,39.913607
北京长城电子装备有限责任公司,116.590295,39.893338
中关村人才市场,116.314754,39.984345
华云升达(北京)气象科技有限责任公司,116.227818,40.207189
北京华热科技发展有限公司,116.435183,39.957677
吉林纪元时空动漫游戏科技集团股份有限公司北京分公司,116.498508,39.978623
互联网域名系统北京市工程研究中心有限公司,116.335898,39.980482
北京纳网科技有限公司,116.311506,40.040451
索科维尔(北京)软件系统有限公司,116.339579,39.97469
中电科海洋信息技术(北京)有限公司,116.186879,39.936731
北京棱镜互动科技有限公司,116.36813,39.85467
北京酷鱼畅享科技有限公司,116.539721,39.91227
联想新视界(北京)科技有限公司,116.298785,40.053195
不鸣科技(杭州)有限公司,120.068575,30.291031
中基凌云科技有限公司,116.337313,39.950501
北京兴农丰华科技有限公司,116.277481,40.02067
北京安德信业信息咨询有限责任公司,116.406769,39.998764
北京金泰众和科技有限责任公司,116.298938,39.828923
北京源清慧虹信息科技有限公司,116.303067,40.054749
中国建筑科学研究院,116.413665,39.968327
北京逸文医疗信息技术有限公司,116.51914,39.926857
深圳市快乐人生人力资源有限公司,114.04038,22.52682
伊必汽车软件(上海)有限公司,116.339184,39.974951
长城宽带网络服务有限公司,116.441479,39.92225
鹤壁高新区高新技术企业培育服务中心,114.292707,35.749599
卓越工坊(北京)科技有限公司,116.387947,40.000423
广州兴图科技有限公司,116.298056,39.959912
北京奇思客网络科技有限公司,116.314331,39.984566
北京贝斯平云科技有限公司,116.486977,39.999874
西安绿点信息科技有限公司,116.372585,39.913341
北京远光瑞为软件技术有限公司,116.284795,39.8354
北京瑞客宏数据技术有限公司,116.508442,39.803882
北京鼎新同人管理咨询有限公司,116.388865,39.971066
北京核利电子商务有限公司,116.533544,39.76714
中玉金标记(北京)生物技术股份有限公司,116.273071,40.098353
北京社文科技有限公司,116.307147,39.973069
北京摩拜科技有限公司,116.467804,39.948564
泰禾(福建)集团有限公司,116.463306,39.907641
北京百知尚行科技有限公司,116.353917,40.008612
瞬联讯通科技(北京)有限公司,116.443108,39.92147
销售易,116.455635,39.924131
北京锐安科技有限公司,116.35838,40.04439
北京恒昌利通投资管理有限公司,116.279932,40.047555
任仕达企业管理(上海)有限公司,116.31088,39.99281
紫光云数科技有限公司,116.351631,39.977163
北京世纪高通科技有限公司,116.245414,40.072335
北京网秦天下科技有限公司,116.41991,39.951283
海航生态科技集团有限公司,116.427918,39.958182
北京鸿坤伟业房地产开发有限公司,116.377777,39.782511
东方瑞通（北京）咨询服务有限公司,116.323875,39.991055
武汉达梦数据库有限公司,116.323485,39.965354
深圳市雁联技术服务有限公司,116.367151,39.918419
北京金信网银金融信息服务有限公司,116.377607,39.993582
广州汇智通信技术有限公司北京分公司,113.358218,23.135057
北京火星盒子科技有限公司,116.507637,39.984912
绿盟科技,116.304962,39.946072
世纪文都教育科技集团股份有限公司,116.310859,39.929401
北京智慧云行科技有限责任公司,116.567067,39.742587
北京两只老虎电子商务有限公司,116.481592,39.99585
泛海控股股份有限公司,116.420749,39.90747
北京翼聚源软件科技有限公司,116.302461,40.053397
中科科猫(北京)科技有限公司,116.372557,39.87838
北京商联在线科技有限公司,116.335098,39.953966
北京安力斯环境科技股份有限公司,116.308179,40.039425
广州杰颉软件科技有限公司,116.403892,39.994082
北京首证投资顾问有限公司,116.423463,39.84116
北京恒远志成信息服务有限公司,116.310044,40.049121
中软国际科技服务有限公司深圳分公司,116.469778,39.98648
展讯通信(上海)有限公司,116.352028,39.977221
优信集团,116.480788,39.996806
咪咕文化科技有限公司,116.370852,39.909578
软通动力信息技术(集团)有限公司,116.42792,39.902896
Michael Page,116.42792,39.902896
智联招聘网,116.473195,39.993253
亿阳信通股份有限公司,116.220581,39.957062
国安社区(北京)科技有限公司,116.451861,39.920439
深圳腾讯计算机系统有限公司,116.42792,39.902896
网信集团有限公司,116.465871,39.958237
中国华戎科技集团有限公司,116.371079,39.968593
武汉元光科技有限公司,116.410411,39.995823
北京纯粹旅行有限公司,116.474838,39.901096
乔迪金控(北京)资产管理有限公司,116.48242,39.91613
北京金惠新悦科技有限公司,116.352526,39.959388
信美人寿相互保险社,116.35983,39.900428
奥琦玮信息科技(北京)有限公司,116.393639,40.003719
北京小帽科技有限公司,116.307884,40.036828
北京志翔科技股份有限公司,116.352047,39.985718
北京中达恒业科技发展有限公司,116.311636,40.029581
北京联合智云科技有限公司,116.287753,39.824768
中科天玑数据科技股份有限公司,116.326666,39.981906
知康科技(北京)有限公司,116.309204,40.040497
北京咔啦酷科技文化有限公司,116.431725,39.904137
北京天星资本股份有限公司,116.433145,39.970293
北京跬步众成信息技术有限公司,116.415134,40.036996
巧达科技(北京)有限公司,116.311797,39.983663
上海派拉软件股份有限公司,116.312443,40.034133
深圳市文鼎创数据科技有限公司,116.298056,39.959912
北京太平洋莱特科技有限公司,116.504828,39.983878
宝驾出行(北京)科技有限公司,116.39025,39.980294
北京海象世纪信息服务有限公司,116.495842,39.961044
北京得力助手信息技术有限公司,116.307149,40.036538
北京深知无限人工智能研究院有限责任公司,116.292868,40.047683
上海迈外迪网络科技有限公司北京分公司,116.437704,39.9068
北京华宇潞丰建材有限公司,116.534837,39.766968
普华永道中天会计师事务所(特殊普通合伙)北京分所,116.42792,39.902896
北京老虎致远科技有限公司,116.31561,39.983413
中科三清科技有限公司,116.364328,39.976966
四川希氏异构医疗科技有限公司,116.595911,39.924284
北京太合娱乐文化发展股份有限公司,116.498129,39.953492
北京华睿慧脑科技中心(有限合伙),116.30706,39.989996
上海逸云信息科技发展有限公司,116.47658,39.906724
北京盘古奇点投资管理有限公司,116.473239,39.913099
爱股票,116.300561,40.052928
北京深瞐科技有限公司,116.233737,39.953106
北京币码网络科技有限公司,116.418152,39.996788
北京易代步科技有限公司,116.308336,40.051807
众智融金(北京)资产管理有限公司,116.448131,39.958375
搜狐视频,116.325403,39.983335
途家网网络技术(北京)有限公司,121.47044,31.271669
李宁（中国）体育用品有限公司,116.51736,39.917001
龙文教育集团,116.410056,39.968212
北京北森云计算股份有限公司,116.314453,40.035921
畅捷通信息技术股份有限公司,116.244057,40.068669
北京江南天安科技有限公司,116.378536,39.970753
北京海泰方圆科技股份有限公司,116.292868,40.047683
北京金信润天信息技术股份有限公司,116.279881,39.931803
量子云未来(北京)信息科技有限公司,116.453121,39.932944
太极计算机股份有限公司,116.473019,40.02252
鹏全融通(北京)支付科技有限公司,116.462333,39.955075
北京兆信信息技术股份有限公司,116.413864,39.978935
好大夫在线,116.500229,39.913494
北京翼鸥教育科技有限公司,116.335584,39.97866
北京中佳信科技发展有限公司,116.49578,39.978595
北京农信互联科技有限公司,116.31639,39.977679
深圳市和讯华谷信息技术有限公司,116.476655,39.912667
中国康辉旅游集团有限公司,116.466553,39.934441
博易创为(北京)数字传媒股份有限公司,116.301934,40.054588
联发科技股份有限公司,116.42792,39.902896
修曼(上海)商务咨询有限公司,116.427983,39.907586
美菜网,116.401367,39.972202
北京安洲科技有限公司,116.308543,40.037519
北京多宝树影视科技有限公司,116.51674,39.949109
北京融信数联科技有限公司,116.311171,40.037122
北京中搜网络技术股份有限公司,116.328369,39.971985
北京爱农驿站科技服务有限公司,116.353148,39.941724
北京埃德维亚医疗科技有限公司,116.494366,39.914884
北京艾瑞思机器人技术有限公司,116.297485,40.044389
北京康普森生物技术有限公司,116.266949,40.101474
北京中广瑞波科技股份有限公司,116.280171,39.944939
北京创新指数科技有限公司,116.31424,39.984627
北京的卢深视科技有限公司,116.350555,40.00901
爱卡汽车网,116.386646,39.991129
同方股份有限公司,116.3394,39.999845
兴唐通信科技有限公司,116.354956,39.979839
深圳市法本信息技术股份有限公司,116.466485,39.995197
神州数码系统集成服务有限公司深圳分公司,116.351616,39.897576
爱奇艺,116.313177,39.983723
北京外企德科人力资源服务上海有限公司,116.180218,40.059984
大连斯锐信息技术有限公司,116.42792,39.902896
华图教育集团,116.319209,39.97654
搜狐畅游,116.205776,39.909825
山东科瑞控股集团有限公司,116.532544,39.946414
安邦保险集团股份有限公司,116.45559,39.907678
大唐高鸿数据网络技术股份有限公司,116.254766,39.980263
新华三技术有限公司,104.044434,30.624306
北京小米通讯技术有限公司,116.332787,40.030521
北京合众思壮科技股份有限公司,116.481911,39.800164
中融民信资本管理有限公司,116.457245,39.933125
北京金服小微科技有限公司,116.388112,39.99904
北京博乐科技有限公司,116.416952,40.031271
图灵通诺(北京)科技有限公司,116.453238,39.91869
北京多维视通技术有限公司,116.331212,39.980846
融慧金科金融服务外包(北京)有限公司,116.47727,39.912055
北京赛思天成科技有限责任公司,116.42792,39.902896
古点投资有限公司,116.35125,39.977761
北京开拓天际科技有限公司,116.353198,39.977341
北京永信至诚科技股份有限公司,116.297569,40.048367
怡和祥云(北京)科技有限公司,116.355957,39.953719
北京人人金服投资管理有限公司,116.452057,39.914242
北京意锐新创科技有限公司,116.298785,40.053195
北京多特蒙咨询服务有限公司,116.336116,40.0708
联科集团-联智科技（北京）有限公司,116.354772,39.977834
中望金服信息科技(北京)有限公司,116.515,39.903481
北京露米埃动画制作有限公司,116.447404,39.878912
深圳市英特方略企业管理顾问有限公司,116.42792,39.902896
北京神州泰岳信息工程技术有限公司,116.323591,39.959454
北京乐语世纪科技集团有限公司,116.47384,39.902569
北京同城翼龙网络科技有限公司,116.321693,39.954033
青牛（北京）技术有限公司,116.298672,39.924714
北京拓明科技有限公司,116.367609,39.994316
北京智慧图科技发展有限责任公司,116.351258,39.977169
尚智逢源(北京)基金销售有限公司,116.460175,39.961163
北京同仁堂健康药业股份有限公司,116.521065,39.779517
宝宝树(北京)信息技术有限公司,116.462476,39.928153
北京红云融通技术有限公司,116.298685,39.925174
北京精友时代信息技术发展有限公司,116.303675,40.045825
北京集奥聚合科技有限公司,116.437053,39.940435
新晨科技股份有限公司,116.506604,39.902393
CCDI悉地国际,116.433059,39.954591
北京优全智汇信息技术有限公司,116.448498,39.962387
联众游戏,116.467445,39.995246
新浪动漫,116.544364,39.895538
北京桔牛科技有限公司,116.417032,40.033341
北京龙创腾达科技有限公司,116.480085,39.986834
钧云(上海)网络科技有限公司,116.491273,39.913607
北京金和网络股份有限公司,116.303067,40.054749
世华万向资讯(北京)有限公司,116.499977,39.782262
北京和堂金服科技股份公司,116.446019,39.970221
联信弘方(北京)科技股份有限公司,116.491267,39.913006
乐影网,116.438946,39.895304
银河互联网电视有限公司,116.293098,39.820732
